dataset_id,dataset_version,canonical_smiles,original_ids,representative_smiles,source_groups,groundState_charge,reduction_potential,duplicate_count,target_min,target_max,target_range,cleaning_action,murcko_scaffold
D3R_000099,D3TaLES-Reduction-v1,C#CCN(CC#C)CC(=O)N[C@@H](C)c1ccccc1Cl,06KCKV,C#CCN(CC#C)CC(=O)N[C@@H](C)c1ccccc1Cl,Zinc,0.0,6.742,1,6.742,6.742,0.0,kept_unique,c1ccccc1
D3R_000100,D3TaLES-Reduction-v1,C#CCN(CC#C)Cc1cc2ccccc2nc1OC,81TCOY,C#CCN(CC#C)Cc1cc2ccccc2nc1OC,Zinc,0.0,6.446,1,6.446,6.446,0.0,kept_unique,c1ccc2ncccc2c1
D3R_000101,D3TaLES-Reduction-v1,C#CCN(CC#C)c1ccc(C)cc1,80XYXE,C#CCN(CC#C)c1ccc(C)cc1,csd,0.0,5.272,1,5.272,5.272,0.0,kept_unique,c1ccccc1
D3R_000102,D3TaLES-Reduction-v1,C#CCN(CCN(C)c1ccccc1)[C@@H]1CCS(=O)(=O)C1,81ETSL,C#CCN(CCN(C)c1ccccc1)[C@@H]1CCS(=O)(=O)C1,Zinc,0.0,9.019,1,9.019,9.019,0.0,kept_unique,O=S1(=O)CC[C@@H](NCCNc2ccccc2)C1
D3R_000103,D3TaLES-Reduction-v1,C#CCN(CCSc1ccc(C)c(C)c1)[C@H]1CCS(=O)(=O)C1,81ZZEL,C#CCN(CCSc1ccc(C)c(C)c1)[C@H]1CCS(=O)(=O)C1,Zinc,0.0,9.809,1,9.809,9.809,0.0,kept_unique,O=S1(=O)CC[C@H](NCCSc2ccccc2)C1
D3R_000104,D3TaLES-Reduction-v1,C#CCN(Cc1ccc(OCc2ccc(C)cc2)cc1)[C@@H]1CCS(=O)(=O)C1,81IGZP,C#CCN(Cc1ccc(OCc2ccc(C)cc2)cc1)[C@@H]1CCS(=O)(=O)C1,Zinc,0.0,5.481,1,5.481,5.481,0.0,kept_unique,O=S1(=O)CC[C@@H](NCc2ccc(OCc3ccccc3)cc2)C1
D3R_000105,D3TaLES-Reduction-v1,C#CCN(Cc1ccc(SC(=O)N(C)C)cc1)[C@@H]1CCS(=O)(=O)C1,81XELG,C#CCN(Cc1ccc(SC(=O)N(C)C)cc1)[C@@H]1CCS(=O)(=O)C1,Zinc,0.0,10.45,1,10.45,10.45,0.0,kept_unique,O=S1(=O)CC[C@@H](NCc2ccccc2)C1
D3R_000106,D3TaLES-Reduction-v1,C#CCN(Cc1ccccc1Cl)C1CCCC1,81DSTL,C#CCN(Cc1ccccc1Cl)C1CCCC1,Zinc,0.0,5.672,1,5.672,5.672,0.0,kept_unique,c1ccc(CNC2CCCC2)cc1
D3R_000107,D3TaLES-Reduction-v1,C#CCN(Cc1csc(COC)n1)[C@H]1CCS(=O)(=O)C1,81GEBY,C#CCN(Cc1csc(COC)n1)[C@H]1CCS(=O)(=O)C1,Zinc,0.0,8.674,1,8.674,8.674,0.0,kept_unique,O=S1(=O)CC[C@H](NCc2cscn2)C1
D3R_000108,D3TaLES-Reduction-v1,C#CCN1C(=O)C2(C(C#N)=C(N)OC3=C2C(=O)CC(C)(C)C3)c2ccccc21,80VUOT,C#CCN1C(=O)C2(C(C#N)=C(N)OC3=C2C(=O)CC(C)(C)C3)c2ccccc21,csd,0.0,6.624,1,6.624,6.624,0.0,kept_unique,O=C1CCCC2=C1C1(C=CO2)C(=O)Nc2ccccc21
D3R_000109,D3TaLES-Reduction-v1,C#CCN1CC(=O)N(c2ccc(Cl)cc2)C1=O,06VUZU,C#CCN1CC(=O)N(c2ccc(Cl)cc2)C1=O,Zinc,0.0,5.904,1,5.904,5.904,0.0,kept_unique,O=C1CNC(=O)N1c1ccccc1
D3R_000110,D3TaLES-Reduction-v1,C#CCN1CCC(C(=O)Nc2ccc(Br)nc2C)CC1,81EIOE,C#CCN1CCC(C(=O)Nc2ccc(Br)nc2C)CC1,Zinc,0.0,9.479,1,9.479,9.479,0.0,kept_unique,O=C(Nc1cccnc1)C1CCNCC1
D3R_000111,D3TaLES-Reduction-v1,C#CCN1CCN(C(=O)CNc2ccc(OC)cc2Cl)CC1,81IDTU,C#CCN1CCN(C(=O)CNc2ccc(OC)cc2Cl)CC1,Zinc,0.0,6.277,1,6.277,6.277,0.0,kept_unique,O=C(CNc1ccccc1)N1CCNCC1
D3R_000112,D3TaLES-Reduction-v1,C#CCN1CCN(C(=O)CNc2cccc(C(=O)NCCO)c2C)CC1,06FLKM,C#CCN1CCN(C(=O)CNc2cccc(C(=O)NCCO)c2C)CC1,Zinc,0.0,5.883,1,5.883,5.883,0.0,kept_unique,O=C(CNc1ccccc1)N1CCNCC1
D3R_000113,D3TaLES-Reduction-v1,C#CCN1CCN(C(=O)NCCCc2ccccc2)CC1,81VPMJ,C#CCN1CCN(C(=O)NCCCc2ccccc2)CC1,Zinc,0.0,7.207,1,7.207,7.207,0.0,kept_unique,O=C(NCCCc1ccccc1)N1CCNCC1
D3R_000114,D3TaLES-Reduction-v1,C#CCN1CCN(C(=O)NCCNS(=O)(=O)c2ccn(C)c2)CC1,06LKNE,C#CCN1CCN(C(=O)NCCNS(=O)(=O)c2ccn(C)c2)CC1,Zinc,0.0,5.339,1,5.339,5.339,0.0,kept_unique,O=C(NCCNS(=O)(=O)c1cc[nH]c1)N1CCNCC1
D3R_000115,D3TaLES-Reduction-v1,C#CCN1CCN(C(=O)NC[C@H](C)Cc2ccc(OC)cc2)CC1,81FDRS,C#CCN1CCN(C(=O)NC[C@H](C)Cc2ccc(OC)cc2)CC1,Zinc,0.0,5.377,1,5.377,5.377,0.0,kept_unique,O=C(NCCCc1ccccc1)N1CCNCC1
D3R_000116,D3TaLES-Reduction-v1,C#CCN1CCN(C(=O)NCc2cccnc2)CC1,81YIZR,C#CCN1CCN(C(=O)NCc2cccnc2)CC1,Zinc,0.0,5.856,1,5.856,5.856,0.0,kept_unique,O=C(NCc1cccnc1)N1CCNCC1
D3R_000117,D3TaLES-Reduction-v1,C#CCN1CCN(C(=O)N[C@@H](C)CN2CCN(c3ccccc3)CC2)CC1,81PMIKGR,C#CCN1CCN(C(=O)N[C@@H](C)CN2CCN(c3ccccc3)CC2)CC1,Zinc,0.0,4.887,1,4.887,4.887,0.0,kept_unique,O=C(NCCN1CCN(c2ccccc2)CC1)N1CCNCC1
D3R_000118,D3TaLES-Reduction-v1,C#CCN1CCN(CC#Cc2ccccc2Cl)CC1,81AUGK,C#CCN1CCN(CC#Cc2ccccc2Cl)CC1,Zinc,0.0,6.272,1,6.272,6.272,0.0,kept_unique,C(#Cc1ccccc1)CN1CCNCC1
D3R_000119,D3TaLES-Reduction-v1,C#CCN1CCN(CC(=O)N(CC)Cc2ccccc2)CC1,81LTZYQC,C#CCN1CCN(CC(=O)N(CC)Cc2ccccc2)CC1,Zinc,0.0,5.426,1,5.426,5.426,0.0,kept_unique,O=C(CN1CCNCC1)NCc1ccccc1
D3R_000120,D3TaLES-Reduction-v1,C#CCN1CCN(CC(=O)NCC2(c3ccccc3)CCCC2)CC1,06TZTA,C#CCN1CCN(CC(=O)NCC2(c3ccccc3)CCCC2)CC1,Zinc,0.0,5.237,1,5.237,5.237,0.0,kept_unique,O=C(CN1CCNCC1)NCC1(c2ccccc2)CCCC1
D3R_000121,D3TaLES-Reduction-v1,C#CCN1CCN(CC(=O)Nc2c(C)nn(C)c2C)CC1,81ATPD,C#CCN1CCN(CC(=O)Nc2c(C)nn(C)c2C)CC1,Zinc,0.0,9.112,1,9.112,9.112,0.0,kept_unique,O=C(CN1CCNCC1)Nc1cn[nH]c1
D3R_000122,D3TaLES-Reduction-v1,C#CCN1CCN(Cc2cnc(Cl)s2)CC1,81MECH,C#CCN1CCN(Cc2cnc(Cl)s2)CC1,Zinc,0.0,8.204,1,8.204,8.204,0.0,kept_unique,c1ncc(CN2CCNCC2)s1
D3R_000123,D3TaLES-Reduction-v1,C#CCN1CCN(S(=O)(=O)c2ccccc2S(C)(=O)=O)CC1,81NMRG,C#CCN1CCN(S(=O)(=O)c2ccccc2S(C)(=O)=O)CC1,Zinc,0.0,6.873,1,6.873,6.873,0.0,kept_unique,O=S(=O)(c1ccccc1)N1CCNCC1
D3R_000124,D3TaLES-Reduction-v1,C#CCN1CCN([C@@H](C)C(=O)N(C)Cc2cccc(F)c2)CC1,81BNNY,C#CCN1CCN([C@@H](C)C(=O)N(C)Cc2cccc(F)c2)CC1,Zinc,0.0,5.621,1,5.621,5.621,0.0,kept_unique,O=C(CN1CCNCC1)NCc1ccccc1
D3R_000125,D3TaLES-Reduction-v1,C#CCN1CCN([C@H](C)C(=O)N[C@H](C)c2ccc(Cl)cc2Cl)CC1,06FAVS,C#CCN1CCN([C@H](C)C(=O)N[C@H](C)c2ccc(Cl)cc2Cl)CC1,Zinc,0.0,5.885,1,5.885,5.885,0.0,kept_unique,O=C(CN1CCNCC1)NCc1ccccc1
D3R_000126,D3TaLES-Reduction-v1,C#CCNC(=O)COC(=O)c1sc(NC(=O)c2ccco2)cc1C,06OADJ,C#CCNC(=O)COC(=O)c1sc(NC(=O)c2ccco2)cc1C,Zinc,0.0,6.692,1,6.692,6.692,0.0,kept_unique,O=C(Nc1cccs1)c1ccco1
D3R_000127,D3TaLES-Reduction-v1,C#CCNC(=O)N1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1,06UBOT,C#CCNC(=O)N1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1,Zinc,0.0,6.742,1,6.742,6.742,0.0,kept_unique,O=S(=O)(c1ccc2ccccc2c1)N1CCNCC1
D3R_000128,D3TaLES-Reduction-v1,C#CCNC(=O)NNC(=O)[C@@H](C)Oc1ccc2ccccc2c1,81OJAH,C#CCNC(=O)NNC(=O)[C@@H](C)Oc1ccc2ccccc2c1,Zinc,0.0,6.289,1,6.289,6.289,0.0,kept_unique,c1ccc2ccccc2c1
D3R_000129,D3TaLES-Reduction-v1,C#CCNC(=O)NNc1c(Cl)cc(Cl)cc1Cl,81QMWU,C#CCNC(=O)NNc1c(Cl)cc(Cl)cc1Cl,Zinc,0.0,6.88,1,6.88,6.88,0.0,kept_unique,c1ccccc1
D3R_000130,D3TaLES-Reduction-v1,C#CCNC(=O)N[C@@H](CC(C)C)c1ccccc1OC,06XCNM,C#CCNC(=O)N[C@@H](CC(C)C)c1ccccc1OC,Zinc,0.0,5.37,1,5.37,5.37,0.0,kept_unique,c1ccccc1
D3R_000131,D3TaLES-Reduction-v1,C#CCNC(=O)N[C@H](c1ccccc1)C(F)(F)F,06ULPD,C#CCNC(=O)N[C@H](c1ccccc1)C(F)(F)F,Zinc,0.0,5.652,1,5.652,5.652,0.0,kept_unique,c1ccccc1
D3R_000132,D3TaLES-Reduction-v1,C#CCNC(=O)[C@H]1CCCN(C(=O)CCOc2ccccc2)C1,81HVQY,C#CCNC(=O)[C@H]1CCCN(C(=O)CCOc2ccccc2)C1,Zinc,0.0,8.624,1,8.624,8.624,0.0,kept_unique,O=C(CCOc1ccccc1)N1CCCCC1
D3R_000133,D3TaLES-Reduction-v1,C#CCNC(=O)c1cc(C(=O)CC(C)C)c[nH]1,81FKOE,C#CCNC(=O)c1cc(C(=O)CC(C)C)c[nH]1,Zinc,0.0,5.996,1,5.996,5.996,0.0,kept_unique,c1cc[nH]c1
D3R_000134,D3TaLES-Reduction-v1,C#CCNC(=O)c1cc(Cl)cc2cccnc12,81MRVE,C#CCNC(=O)c1cc(Cl)cc2cccnc12,Zinc,0.0,7.185,1,7.185,7.185,0.0,kept_unique,c1ccc2ncccc2c1
D3R_000135,D3TaLES-Reduction-v1,C#CCNC(=O)c1cc(OC)c(OC)cc1NC(=O)c1ccccc1,06COOI,C#CCNC(=O)c1cc(OC)c(OC)cc1NC(=O)c1ccccc1,Zinc,0.0,6.364,1,6.364,6.364,0.0,kept_unique,O=C(Nc1ccccc1)c1ccccc1
D3R_000136,D3TaLES-Reduction-v1,C#CCNC(=O)c1ccc(NC[C@H]2CC[C@@H](C(=O)N(C)C)O2)nc1,81YFBP,C#CCNC(=O)c1ccc(NC[C@H]2CC[C@@H](C(=O)N(C)C)O2)nc1,Zinc,0.0,5.958,1,5.958,5.958,0.0,kept_unique,c1ccc(NC[C@H]2CCCO2)nc1
D3R_000137,D3TaLES-Reduction-v1,C#CCNC(=O)c1ccccc1NCc1ccc(OC)cc1Cl,06LFHK,C#CCNC(=O)c1ccccc1NCc1ccc(OC)cc1Cl,Zinc,0.0,6.182,1,6.182,6.182,0.0,kept_unique,c1ccc(CNc2ccccc2)cc1
D3R_000138,D3TaLES-Reduction-v1,C#CCNC(=O)c1ccnc(OC2CCCCC2)c1,81GVWZ,C#CCNC(=O)c1ccnc(OC2CCCCC2)c1,Zinc,0.0,6.668,1,6.668,6.668,0.0,kept_unique,c1ccc(OC2CCCCC2)nc1
D3R_000139,D3TaLES-Reduction-v1,C#CCNC(=O)c1cn2ccccc2n1,81SVHQ,C#CCNC(=O)c1cn2ccccc2n1,Zinc,0.0,6.379,1,6.379,6.379,0.0,kept_unique,c1ccn2ccnc2c1
D3R_000140,D3TaLES-Reduction-v1,C#CCNC1=C(Br)C(=O)c2ccccc2C1=O,80AGFM,C#CCNC1=C(Br)C(=O)c2ccccc2C1=O,csd,0.0,7.952,1,7.952,7.952,0.0,kept_unique,O=C1C=CC(=O)c2ccccc21
D3R_000141,D3TaLES-Reduction-v1,C#CCNCC(=O)N1CCN(Cc2ccsc2)CC1,81CVXB,C#CCNCC(=O)N1CCN(Cc2ccsc2)CC1,Zinc,0.0,6.874,1,6.874,6.874,0.0,kept_unique,c1cc(CN2CCNCC2)cs1
D3R_000142,D3TaLES-Reduction-v1,C#CCNCC(=O)NCc1cc(C)no1,81ELKK,C#CCNCC(=O)NCc1cc(C)no1,Zinc,0.0,8.676,1,8.676,8.676,0.0,kept_unique,c1cnoc1
D3R_000143,D3TaLES-Reduction-v1,C#CCNCC(=O)N[C@@H](C)CCc1ccccc1,06WTUZ,C#CCNCC(=O)N[C@@H](C)CCc1ccccc1,Zinc,0.0,5.37,1,5.37,5.37,0.0,kept_unique,c1ccccc1
D3R_000144,D3TaLES-Reduction-v1,C#CCNCC(=O)N[C@@H](C)c1nc(C)cs1,81SHML,C#CCNCC(=O)N[C@@H](C)c1nc(C)cs1,Zinc,0.0,8.068,1,8.068,8.068,0.0,kept_unique,c1cscn1
D3R_000145,D3TaLES-Reduction-v1,C#CCNCC(=O)N[C@H](C)Cc1ccco1,81QNQF,C#CCNCC(=O)N[C@H](C)Cc1ccco1,Zinc,0.0,7.097,1,7.097,7.097,0.0,kept_unique,c1ccoc1
D3R_000146,D3TaLES-Reduction-v1,C#CCNC[C@H](C)Sc1cc2ccccc2[nH]1,81OSRU,C#CCNC[C@H](C)Sc1cc2ccccc2[nH]1,Zinc,0.0,6.812,1,6.812,6.812,0.0,kept_unique,c1ccc2[nH]ccc2c1
D3R_000147,D3TaLES-Reduction-v1,C#CCNS(=O)(=O)c1cccc(C(=O)NCCc2cccc(O)c2)c1,06BGIN,C#CCNS(=O)(=O)c1cccc(C(=O)NCCc2cccc(O)c2)c1,Zinc,0.0,6.537,1,6.537,6.537,0.0,kept_unique,O=C(NCCc1ccccc1)c1ccccc1
D3R_000148,D3TaLES-Reduction-v1,C#CCOC1=C(Cl)C(=O)c2cccnc2C1=O,80SBQM,C#CCOC1=C(Cl)C(=O)c2cccnc2C1=O,csd,0.0,8.273,1,8.273,8.273,0.0,kept_unique,O=C1C=CC(=O)c2ncccc21
D3R_000149,D3TaLES-Reduction-v1,C#CCOC1=CC(=O)c2ccccc2C1=O,80XNNS,C#CCOC1=CC(=O)c2ccccc2C1=O,csd,0.0,7.993,1,7.993,7.993,0.0,kept_unique,O=C1C=CC(=O)c2ccccc21
D3R_000150,D3TaLES-Reduction-v1,C#CCOCC1CCN(C(=O)Cc2noc3ccccc23)CC1,81XBTH,C#CCOCC1CCN(C(=O)Cc2noc3ccccc23)CC1,Zinc,0.0,7.827,1,7.827,7.827,0.0,kept_unique,O=C(Cc1noc2ccccc12)N1CCCCC1
D3R_000151,D3TaLES-Reduction-v1,C#CCOCC1CCN(S(=O)(=O)Cc2cccc(C)c2)CC1,81DNWX,C#CCOCC1CCN(S(=O)(=O)Cc2cccc(C)c2)CC1,Zinc,0.0,8.91,1,8.91,8.91,0.0,kept_unique,O=S(=O)(Cc1ccccc1)N1CCCCC1
D3R_000152,D3TaLES-Reduction-v1,C#CCOC[C@H]1CCCN(C(=O)Cn2ccc3ccccc32)C1,81EZQG,C#CCOC[C@H]1CCCN(C(=O)Cn2ccc3ccccc32)C1,Zinc,0.0,7.075,1,7.075,7.075,0.0,kept_unique,O=C(Cn1ccc2ccccc21)N1CCCCC1
D3R_000153,D3TaLES-Reduction-v1,C#CCOc1c(Br)cc(/C=N/NC(=O)c2ccccc2C)cc1OCC,06GAMW,C#CCOc1c(Br)cc(/C=N/NC(=O)c2ccccc2C)cc1OCC,Zinc,0.0,6.628,1,6.628,6.628,0.0,kept_unique,O=C(N/N=C/c1ccccc1)c1ccccc1
D3R_000154,D3TaLES-Reduction-v1,C#CCOc1c(O)cccc1C=O,80XRAP,C#CCOc1c(O)cccc1C=O,csd,0.0,6.876,1,6.876,6.876,0.0,kept_unique,c1ccccc1
D3R_000155,D3TaLES-Reduction-v1,C#CCOc1cc(F)ccc1NC(=O)N1C[C@H](O)C[C@H]1C1CCCCC1,06JVOQ,C#CCOc1cc(F)ccc1NC(=O)N1C[C@H](O)C[C@H]1C1CCCCC1,Zinc,0.0,5.421,1,5.421,5.421,0.0,kept_unique,O=C(Nc1ccccc1)N1CCC[C@H]1C1CCCCC1
D3R_000156,D3TaLES-Reduction-v1,C#CCOc1cc(F)ccc1NCc1ncccc1C(F)(F)F,81LILO,C#CCOc1cc(F)ccc1NCc1ncccc1C(F)(F)F,Zinc,0.0,6.443,1,6.443,6.443,0.0,kept_unique,c1ccc(NCc2ccccn2)cc1
D3R_000157,D3TaLES-Reduction-v1,C#CCOc1ccc(Br)cc1/C=N/NC(=O)C(=O)Nc1cccc(Cl)c1Cl,06KYFF,C#CCOc1ccc(Br)cc1/C=N/NC(=O)C(=O)Nc1cccc(Cl)c1Cl,Zinc,0.0,7.142,1,7.142,7.142,0.0,kept_unique,O=C(N/N=C/c1ccccc1)C(=O)Nc1ccccc1
D3R_000158,D3TaLES-Reduction-v1,C#CCOc1ccc(CCNC(=O)Nc2cnn(C(C)(C)C)c2)cc1,81PPCF,C#CCOc1ccc(CCNC(=O)Nc2cnn(C(C)(C)C)c2)cc1,Zinc,0.0,5.462,1,5.462,5.462,0.0,kept_unique,O=C(NCCc1ccccc1)Nc1cn[nH]c1
D3R_000159,D3TaLES-Reduction-v1,C#CCOc1ccc(CN(C)[C@@H](C)CC#N)cc1,06TQAW,C#CCOc1ccc(CN(C)[C@@H](C)CC#N)cc1,Zinc,0.0,5.476,1,5.476,5.476,0.0,kept_unique,c1ccccc1
D3R_000160,D3TaLES-Reduction-v1,C#CCOc1ccc(CN2CC[S@](=O)C(C)(C)C2)cc1,81YANL,C#CCOc1ccc(CN2CC[S@](=O)C(C)(C)C2)cc1,Zinc,0.0,6.847,1,6.847,6.847,0.0,kept_unique,O=S1CCN(Cc2ccccc2)CC1
D3R_000161,D3TaLES-Reduction-v1,C#CCOc1ccc(F)cc1NC(=O)C(=O)N[C@@H]1C[C@H]2C[C@@H]1[C@H]1CCC[C@H]21,06JISD,C#CCOc1ccc(F)cc1NC(=O)C(=O)N[C@@H]1C[C@H]2C[C@@H]1[C@H]1CCC[C@@H]12,Risko,0.0,6.472,1,6.472,6.472,0.0,kept_unique,O=C(Nc1ccccc1)C(=O)N[C@@H]1C[C@H]2C[C@@H]1[C@H]1CCC[C@H]21
D3R_000162,D3TaLES-Reduction-v1,C#CCOc1ccc(N(C)C(=O)c2cccc(F)c2Cl)cc1,81GQOO,C#CCOc1ccc(N(C)C(=O)c2cccc(F)c2Cl)cc1,Zinc,0.0,7.549,1,7.549,7.549,0.0,kept_unique,O=C(Nc1ccccc1)c1ccccc1
D3R_000163,D3TaLES-Reduction-v1,C#CCOc1ccc(NC(=O)N[C@H]2CCC[C@H]2C(=O)OC)cc1,81SFLM,C#CCOc1ccc(NC(=O)N[C@H]2CCC[C@H]2C(=O)OC)cc1,Zinc,0.0,5.437,1,5.437,5.437,0.0,kept_unique,O=C(Nc1ccccc1)NC1CCCC1
D3R_000164,D3TaLES-Reduction-v1,C#CCOc1ccc(OCC#C)c(C=O)c1,80XTKR,C#CCOc1ccc(OCC#C)c(C=O)c1,csd,0.0,6.651,1,6.651,6.651,0.0,kept_unique,c1ccccc1
D3R_000165,D3TaLES-Reduction-v1,C#CCOc1ccccc1/C=C(\C#N)c1nc2ccccc2s1,06OFJO,C#CCOc1ccccc1/C=C(\C#N)c1nc2ccccc2s1,Zinc,0.0,7.589,1,7.589,7.589,0.0,kept_unique,C(=Cc1nc2ccccc2s1)c1ccccc1
D3R_000166,D3TaLES-Reduction-v1,C#CCOc1ccccc1CN1CCO[C@@H]2CCCC[C@@H]21,06YIJZ,C#CCOc1ccccc1CN1CCO[C@@H]2CCCC[C@@H]21,Zinc,0.0,5.486,1,5.486,5.486,0.0,kept_unique,c1ccc(CN2CCO[C@@H]3CCCC[C@@H]32)cc1
D3R_000167,D3TaLES-Reduction-v1,C#CCOc1ccccc1[C@@H]1NC(=O)[C@@H]2CCCCN21,06AERJHU,C#CCOc1ccccc1[C@@H]1NC(=O)[C@@H]2CCCCN21,Zinc,0.0,5.674,1,5.674,5.674,0.0,kept_unique,O=C1N[C@@H](c2ccccc2)N2CCCC[C@@H]12
D3R_000168,D3TaLES-Reduction-v1,C#CCSc1nc(C)c(CCC)c(=O)[nH]1,81NWQE,C#CCSc1nc(C)c(CCC)c(=O)[nH]1,Zinc,0.0,8.977,1,8.977,8.977,0.0,kept_unique,O=c1ccnc[nH]1
D3R_000169,D3TaLES-Reduction-v1,C#CCSc1nc2ccc(OCC)cc2[nH]1,81CNUA,C#CCSc1nc2ccc(OCC)cc2[nH]1,Zinc,0.0,7.117,1,7.117,7.117,0.0,kept_unique,c1ccc2[nH]cnc2c1
D3R_000170,D3TaLES-Reduction-v1,C#CC[C@@H](C)OC(=O)c1cc(C)oc1C,06MTXM,C#CC[C@@H](C)OC(=O)c1cc(C)oc1C,Zinc,0.0,5.875,1,5.875,5.875,0.0,kept_unique,c1ccoc1
D3R_000171,D3TaLES-Reduction-v1,C#CC[C@@H](C)OC(=O)c1ccc(Br)s1,06MYXI,C#CC[C@@H](C)OC(=O)c1ccc(Br)s1,Zinc,0.0,6.773,1,6.773,6.773,0.0,kept_unique,c1ccsc1
D3R_000172,D3TaLES-Reduction-v1,C#CC[C@H](C)OC(=O)CCCc1csc(C)n1,81LGMA,C#CC[C@H](C)OC(=O)CCCc1csc(C)n1,Zinc,0.0,7.013,1,7.013,7.013,0.0,kept_unique,c1cscn1
D3R_000173,D3TaLES-Reduction-v1,C#CC[C@H](N)c1cncc(Br)c1,81AQBS,C#CC[C@H](N)c1cncc(Br)c1,Zinc,0.0,6.773,1,6.773,6.773,0.0,kept_unique,c1ccncc1
D3R_000174,D3TaLES-Reduction-v1,C#CC[C@H](Nc1nccc(OCc2ccccc2)n1)C(N)=O,81JEXS,C#CC[C@H](Nc1nccc(OCc2ccccc2)n1)C(N)=O,Zinc,0.0,5.928,1,5.928,5.928,0.0,kept_unique,c1ccc(COc2ccncn2)cc1
D3R_000175,D3TaLES-Reduction-v1,C#CCn1c(C)cc(CC)c1C#N,81BONI,C#CCn1c(C)cc(CC)c1C#N,Zinc,0.0,5.71,1,5.71,5.71,0.0,kept_unique,c1cc[nH]c1
D3R_000176,D3TaLES-Reduction-v1,C#CCn1cc(CN(C)C(=O)NC[C@@H]2CCCN(c3ncccn3)C2)cn1,81PYJS,C#CCn1cc(CN(C)C(=O)NC[C@@H]2CCCN(c3ncccn3)C2)cn1,Zinc,0.0,8.276,1,8.276,8.276,0.0,kept_unique,O=C(NCc1cn[nH]c1)NC[C@@H]1CCCN(c2ncccn2)C1
D3R_000177,D3TaLES-Reduction-v1,C#CCn1cc(CN(C)Cc2ccc(F)c(C(F)(F)F)c2)cn1,81INNP,C#CCn1cc(CN(C)Cc2ccc(F)c(C(F)(F)F)c2)cn1,Zinc,0.0,7.341,1,7.341,7.341,0.0,kept_unique,c1ccc(CNCc2cn[nH]c2)cc1
D3R_000178,D3TaLES-Reduction-v1,C#Cc1c(C)cc(=O)oc1C,80MIKS,C#Cc1c(C)cc(=O)oc1C,csd,0.0,6.652,1,6.652,6.652,0.0,kept_unique,O=c1cccco1
D3R_000179,D3TaLES-Reduction-v1,C#Cc1cc(F)c(NC(=O)N(C)C[C@H](O)CN2CCOCC2)c(F)c1,06YVXS,C#Cc1cc(F)c(NC(=O)N(C)C[C@H](O)CN2CCOCC2)c(F)c1,Zinc,0.0,6.491,1,6.491,6.491,0.0,kept_unique,O=C(NCCCN1CCOCC1)Nc1ccccc1
D3R_000180,D3TaLES-Reduction-v1,C#Cc1cc(F)c(NC(=O)N2CC[S@](=O)C(C)(C)C2)c(F)c1,81QJGW,C#Cc1cc(F)c(NC(=O)N2CC[S@](=O)C(C)(C)C2)c(F)c1,Zinc,0.0,8.022,1,8.022,8.022,0.0,kept_unique,O=C(Nc1ccccc1)N1CCS(=O)CC1
D3R_000181,D3TaLES-Reduction-v1,C#Cc1cc(F)c(NC(=O)NC[C@@H](C)c2ccccc2OC)c(F)c1,81OFZK,C#Cc1cc(F)c(NC(=O)NC[C@@H](C)c2ccccc2OC)c(F)c1,Zinc,0.0,6.416,1,6.416,6.416,0.0,kept_unique,O=C(NCCc1ccccc1)Nc1ccccc1
D3R_000182,D3TaLES-Reduction-v1,C#Cc1cc(F)c(NC(=O)NC[C@@]2(C)CCCC[C@H]2O)c(F)c1,06GXVI,C#Cc1cc(F)c(NC(=O)NC[C@@]2(C)CCCC[C@H]2O)c(F)c1,Zinc,0.0,6.422,1,6.422,6.422,0.0,kept_unique,O=C(NCC1CCCCC1)Nc1ccccc1
D3R_000183,D3TaLES-Reduction-v1,C#Cc1cc(F)c(NC(=O)N[C@@H]2CCC[C@H](C(F)(F)F)C2)c(F)c1,06FATF,C#Cc1cc(F)c(NC(=O)N[C@@H]2CCC[C@H](C(F)(F)F)C2)c(F)c1,Zinc,0.0,6.45,1,6.45,6.45,0.0,kept_unique,O=C(Nc1ccccc1)NC1CCCCC1
D3R_000184,D3TaLES-Reduction-v1,C#Cc1cc(F)c(NC(=O)[C@@H](C)n2cccc2)c(F)c1,06TSIY,C#Cc1cc(F)c(NC(=O)[C@@H](C)n2cccc2)c(F)c1,Zinc,0.0,6.497,1,6.497,6.497,0.0,kept_unique,O=C(Cn1cccc1)Nc1ccccc1
D3R_000185,D3TaLES-Reduction-v1,C#Cc1cc(F)c(NC(=O)[C@@H]2COc3ccc(OC)cc3C2)c(F)c1,06WWKTRC,C#Cc1cc(F)c(NC(=O)[C@@H]2COc3ccc(OC)cc3C2)c(F)c1,Zinc,0.0,6.533,1,6.533,6.533,0.0,kept_unique,O=C(Nc1ccccc1)[C@@H]1COc2ccccc2C1
D3R_000186,D3TaLES-Reduction-v1,C#Cc1cc(F)c(NC(=O)c2cc(Br)ccc2C)c(F)c1,81AUFD,C#Cc1cc(F)c(NC(=O)c2cc(Br)ccc2C)c(F)c1,Zinc,0.0,6.659,1,6.659,6.659,0.0,kept_unique,O=C(Nc1ccccc1)c1ccccc1
