dataset_id,dataset_version,canonical_smiles,original_ids,representative_smiles,source_groups,groundState_charge,reduction_potential,duplicate_count,target_min,target_max,target_range,cleaning_action,murcko_scaffold
D3R_007717,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)N(C)[C@@H](C)Cc1ccsc1)c1ccncc1,81TNWU,CC[C@@H](NC(=O)N(C)[C@@H](C)Cc1ccsc1)c1ccncc1,Zinc,0.0,5.9,1,5.9,5.9,0.0,kept_unique,O=C(NCCc1ccsc1)NCc1ccncc1
D3R_007718,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)N(Cc1ccc(C)s1)C(C)C)c1ccncc1,81NJGR,CC[C@@H](NC(=O)N(Cc1ccc(C)s1)C(C)C)c1ccncc1,Zinc,0.0,5.667,1,5.667,5.667,0.0,kept_unique,O=C(NCc1ccncc1)NCc1cccs1
D3R_007719,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)N1CCN(C(=O)CCC2CCCC2)CC1)c1ccncc1,81KUSW,CC[C@@H](NC(=O)N1CCN(C(=O)CCC2CCCC2)CC1)c1ccncc1,Zinc,0.0,5.807,1,5.807,5.807,0.0,kept_unique,O=C(CCC1CCCC1)N1CCN(C(=O)NCc2ccncc2)CC1
D3R_007720,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)N1CCN(CCOC)C(=O)C1)c1cccs1,81QTPI,CC[C@@H](NC(=O)N1CCN(CCOC)C(=O)C1)c1cccs1,Zinc,0.0,7.789,1,7.789,7.789,0.0,kept_unique,O=C1CN(C(=O)NCc2cccs2)CCN1
D3R_007721,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)N1CCO[C@H](C#N)C1)c1ccncc1,81RVPJ,CC[C@@H](NC(=O)N1CCO[C@H](C#N)C1)c1ccncc1,Zinc,0.0,7.178,1,7.178,7.178,0.0,kept_unique,O=C(NCc1ccncc1)N1CCOCC1
D3R_007722,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)NC(C)(C)c1nccs1)c1ccncc1,81OSFC,CC[C@@H](NC(=O)NC(C)(C)c1nccs1)c1ccncc1,Zinc,0.0,8.68,1,8.68,8.68,0.0,kept_unique,O=C(NCc1ccncc1)NCc1nccs1
D3R_007723,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)NCCC1=CCCCC1)c1ccncc1,81KJWC,CC[C@@H](NC(=O)NCCC1=CCCCC1)c1ccncc1,Zinc,0.0,5.871,1,5.871,5.871,0.0,kept_unique,O=C(NCCC1=CCCCC1)NCc1ccncc1
D3R_007724,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)NCCn1cccc1)c1cccc(Cl)c1,81OTEN,CC[C@@H](NC(=O)NCCn1cccc1)c1cccc(Cl)c1,Zinc,0.0,5.65,1,5.65,5.65,0.0,kept_unique,O=C(NCCn1cccc1)NCc1ccccc1
D3R_007725,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)NCCn1cccc1)c1cccs1,81KUCY,CC[C@@H](NC(=O)NCCn1cccc1)c1cccs1,Zinc,0.0,7.156,1,7.156,7.156,0.0,kept_unique,O=C(NCCn1cccc1)NCc1cccs1
D3R_007726,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)NC[C@H]1CCCS1(=O)=O)c1ccc(C)c(F)c1,81VNEZ,CC[C@@H](NC(=O)NC[C@H]1CCCS1(=O)=O)c1ccc(C)c(F)c1,Zinc,0.0,5.389,1,5.389,5.389,0.0,kept_unique,O=C(NCc1ccccc1)NC[C@H]1CCCS1(=O)=O
D3R_007727,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)NC[C@H]1CCN(c2ccccc2)C1)c1nc2ccccc2[nH]1,81EAEZ,CC[C@@H](NC(=O)NC[C@H]1CCN(c2ccccc2)C1)c1nc2ccccc2[nH]1,Zinc,0.0,7.548,1,7.548,7.548,0.0,kept_unique,O=C(NCc1nc2ccccc2[nH]1)NC[C@H]1CCN(c2ccccc2)C1
D3R_007728,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)NCc1ccccc1C)c1nc(C(F)(F)F)cs1,81KZEO,CC[C@@H](NC(=O)NCc1ccccc1C)c1nc(C(F)(F)F)cs1,Zinc,0.0,8.168,1,8.168,8.168,0.0,kept_unique,O=C(NCc1ccccc1)NCc1nccs1
D3R_007729,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)NCc1scnc1C)C(C)(C)c1ccccc1,81ZENH,CC[C@@H](NC(=O)NCc1scnc1C)C(C)(C)c1ccccc1,Zinc,0.0,5.509,1,5.509,5.509,0.0,kept_unique,O=C(NCCc1ccccc1)NCc1cncs1
D3R_007730,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)NNC(=O)CC(C)(C)C)c1nc(C(F)(F)F)cs1,81FLUP,CC[C@@H](NC(=O)NNC(=O)CC(C)(C)C)c1nc(C(F)(F)F)cs1,Zinc,0.0,6.106,1,6.106,6.106,0.0,kept_unique,c1cscn1
D3R_007731,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)N[C@@H](CS(C)(=O)=O)c1ccccc1)[C@H]1CCCO1,81HKFG,CC[C@@H](NC(=O)N[C@@H](CS(C)(=O)=O)c1ccccc1)[C@H]1CCCO1,Zinc,0.0,5.69,1,5.69,5.69,0.0,kept_unique,O=C(NCc1ccccc1)NC[C@H]1CCCO1
D3R_007732,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)N[C@@H]1CCC[C@@H]1CO)c1nc(C)cs1,81JHSG,CC[C@@H](NC(=O)N[C@@H]1CCC[C@@H]1CO)c1nc(C)cs1,Zinc,0.0,7.75,1,7.75,7.75,0.0,kept_unique,O=C(NCc1nccs1)NC1CCCC1
D3R_007733,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)N[C@H](C)Cc1cc(C)[nH]n1)c1ccc(C)c(F)c1,81HESP,CC[C@@H](NC(=O)N[C@H](C)Cc1cc(C)[nH]n1)c1ccc(C)c(F)c1,Zinc,0.0,5.465,1,5.465,5.465,0.0,kept_unique,O=C(NCCc1cc[nH]n1)NCc1ccccc1
D3R_007734,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)N[C@H](C)c1nc(C)cs1)c1ccc(OC)cc1,81RBKI,CC[C@@H](NC(=O)N[C@H](C)c1nc(C)cs1)c1ccc(OC)cc1,Zinc,0.0,5.478,1,5.478,5.478,0.0,kept_unique,O=C(NCc1ccccc1)NCc1nccs1
D3R_007735,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)N[C@H]1CC[C@H](SC)C1)c1nc(C(F)(F)F)cs1,81XKRM,CC[C@@H](NC(=O)N[C@H]1CC[C@H](SC)C1)c1nc(C(F)(F)F)cs1,Zinc,0.0,6.186,1,6.186,6.186,0.0,kept_unique,O=C(NCc1nccs1)NC1CCCC1
D3R_007736,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)Nc1cc(OC)c(OC)cc1F)c1cc(F)ccc1F,06BYTL,CC[C@@H](NC(=O)Nc1cc(OC)c(OC)cc1F)c1cc(F)ccc1F,Zinc,0.0,5.727,1,5.727,5.727,0.0,kept_unique,O=C(NCc1ccccc1)Nc1ccccc1
D3R_007737,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)Nc1ccc(C(=O)NC)cc1)c1ccc(C)cc1,06WIYO,CC[C@@H](NC(=O)Nc1ccc(C(=O)NC)cc1)c1ccc(C)cc1,Zinc,0.0,5.932,1,5.932,5.932,0.0,kept_unique,O=C(NCc1ccccc1)Nc1ccccc1
D3R_007738,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)Nc1cccc(Cl)c1Cl)C(=O)N1CCOCC1,81HTTA,CC[C@@H](NC(=O)Nc1cccc(Cl)c1Cl)C(=O)N1CCOCC1,Zinc,0.0,6.862,1,6.862,6.862,0.0,kept_unique,O=C(NCC(=O)N1CCOCC1)Nc1ccccc1
D3R_007739,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)Nc1cnn(CCOC)c1)c1ccc(C)c(F)c1,81XEBK,CC[C@@H](NC(=O)Nc1cnn(CCOC)c1)c1ccc(C)c(F)c1,Zinc,0.0,5.498,1,5.498,5.498,0.0,kept_unique,O=C(NCc1ccccc1)Nc1cn[nH]c1
D3R_007740,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)Nc1cnn(CCOC)c1)c1cccs1,81RDEZ,CC[C@@H](NC(=O)Nc1cnn(CCOC)c1)c1cccs1,Zinc,0.0,5.545,1,5.545,5.545,0.0,kept_unique,O=C(NCc1cccs1)Nc1cn[nH]c1
D3R_007741,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)[C@@H](C)NC(=O)CC1CCCCC1)c1c(C)nn(C)c1C,06TZPZ,CC[C@@H](NC(=O)[C@@H](C)NC(=O)CC1CCCCC1)c1c(C)nn(C)c1C,Zinc,0.0,5.08,1,5.08,5.08,0.0,kept_unique,O=C(CNC(=O)CC1CCCCC1)NCc1cn[nH]c1
D3R_007742,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)[C@@H]1CSC(=O)N1)c1nccs1,81ARCX,CC[C@@H](NC(=O)[C@@H]1CSC(=O)N1)c1nccs1,Zinc,0.0,7.712,1,7.712,7.712,0.0,kept_unique,O=C1N[C@H](C(=O)NCc2nccs2)CS1
D3R_007743,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)[C@H](C)CC1CCCC1)c1nc(C)cs1,81HXHB,CC[C@@H](NC(=O)[C@H](C)CC1CCCC1)c1nc(C)cs1,Zinc,0.0,7.964,1,7.964,7.964,0.0,kept_unique,O=C(CCC1CCCC1)NCc1nccs1
D3R_007744,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)[C@H]1Cc2ccccc2O1)C(=O)OC,06SDVS,CC[C@@H](NC(=O)[C@H]1Cc2ccccc2O1)C(=O)OC,Zinc,0.0,5.298,1,5.298,5.298,0.0,kept_unique,c1ccc2c(c1)CCO2
D3R_007745,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)c1ccc(Br)cc1N)c1ccccc1,06ITGN,CC[C@@H](NC(=O)c1ccc(Br)cc1N)c1ccccc1,Zinc,0.0,6.224,1,6.224,6.224,0.0,kept_unique,O=C(NCc1ccccc1)c1ccccc1
D3R_007746,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)c1ccc([S@@](=O)C(C)C)cc1)c1ccc(OC)cc1,06QPGY,CC[C@@H](NC(=O)c1ccc([S@@](=O)C(C)C)cc1)c1ccc(OC)cc1,Zinc,0.0,6.537,1,6.537,6.537,0.0,kept_unique,O=C(NCc1ccccc1)c1ccccc1
D3R_007747,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)c1ccc2c(c1)OCCO2)c1c(C)nn(C)c1C,06VRCO,CC[C@@H](NC(=O)c1ccc2c(c1)OCCO2)c1c(C)nn(C)c1C,Zinc,0.0,6.222,1,6.222,6.222,0.0,kept_unique,O=C(NCc1cn[nH]c1)c1ccc2c(c1)OCCO2
D3R_007748,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)c1cccn(Cc2cccc(C)c2)c1=O)C(=O)OC,06YZPT,CC[C@@H](NC(=O)c1cccn(Cc2cccc(C)c2)c1=O)C(=O)OC,Zinc,0.0,6.787,1,6.787,6.787,0.0,kept_unique,O=c1ccccn1Cc1ccccc1
D3R_007749,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)c1ccoc1)c1c(C)nn(C)c1C,06YARB,CC[C@@H](NC(=O)c1ccoc1)c1c(C)nn(C)c1C,Zinc,0.0,5.696,1,5.696,5.696,0.0,kept_unique,O=C(NCc1cn[nH]c1)c1ccoc1
D3R_007750,D3TaLES-Reduction-v1,CC[C@@H](NC(=O)c1csc(C#CCCO)c1)c1cccs1,81KHVQ,CC[C@@H](NC(=O)c1csc(C#CCCO)c1)c1cccs1,Zinc,0.0,6.356,1,6.356,6.356,0.0,kept_unique,O=C(NCc1cccs1)c1ccsc1
D3R_007751,D3TaLES-Reduction-v1,CC[C@@H](NCCc1ccc(O)c(OC)c1)c1ccc(F)cc1F,06KJEI,CC[C@@H](NCCc1ccc(O)c(OC)c1)c1ccc(F)cc1F,Zinc,0.0,5.504,1,5.504,5.504,0.0,kept_unique,c1ccc(CCNCc2ccccc2)cc1
D3R_007752,D3TaLES-Reduction-v1,CC[C@@H](NCc1cc(C#N)ccc1F)c1ccc(OC)c(OC)c1,06ZFIM,CC[C@@H](NCc1cc(C#N)ccc1F)c1ccc(OC)c(OC)c1,Zinc,0.0,6.368,1,6.368,6.368,0.0,kept_unique,c1ccc(CNCc2ccccc2)cc1
D3R_007753,D3TaLES-Reduction-v1,CC[C@@H](NCc1cnc(C(C)(C)C)s1)c1nc(C(F)(F)F)cs1,81TNOB,CC[C@@H](NCc1cnc(C(C)(C)C)s1)c1nc(C(F)(F)F)cs1,Zinc,0.0,5.735,1,5.735,5.735,0.0,kept_unique,c1csc(CNCc2cncs2)n1
D3R_007754,D3TaLES-Reduction-v1,CC[C@@H](NS(=O)(=O)c1ccc(C(=O)OC)cc1)c1cccs1,06FCOO,CC[C@@H](NS(=O)(=O)c1ccc(C(=O)OC)cc1)c1cccs1,Zinc,0.0,6.923,1,6.923,6.923,0.0,kept_unique,O=S(=O)(NCc1cccs1)c1ccccc1
D3R_007755,D3TaLES-Reduction-v1,CC[C@@H](NS(=O)(=O)c1ccc(F)c(C#N)c1)c1nccs1,81PLXA,CC[C@@H](NS(=O)(=O)c1ccc(F)c(C#N)c1)c1nccs1,Zinc,0.0,6.949,1,6.949,6.949,0.0,kept_unique,O=S(=O)(NCc1nccs1)c1ccccc1
D3R_007756,D3TaLES-Reduction-v1,CC[C@@H](NS(C)(=O)=O)c1ccccc1OCC(=O)N1CCCC1,81EFMT,CC[C@@H](NS(C)(=O)=O)c1ccccc1OCC(=O)N1CCCC1,Zinc,0.0,5.619,1,5.619,5.619,0.0,kept_unique,O=C(COc1ccccc1)N1CCCC1
D3R_007757,D3TaLES-Reduction-v1,CC[C@@H](N[C@@H](C)Cc1cc(C)n[nH]1)c1ccc(Cl)s1,81IBWB,CC[C@@H](N[C@@H](C)Cc1cc(C)n[nH]1)c1ccc(Cl)s1,Zinc,0.0,8.463,1,8.463,8.463,0.0,kept_unique,c1csc(CNCCc2ccn[nH]2)c1
D3R_007758,D3TaLES-Reduction-v1,CC[C@@H](N[C@H](COC)c1ccccc1)c1ccc(F)cc1F,06XWIJ,CC[C@@H](N[C@H](COC)c1ccccc1)c1ccc(F)cc1F,Zinc,0.0,5.296,1,5.296,5.296,0.0,kept_unique,c1ccc(CNCc2ccccc2)cc1
D3R_007759,D3TaLES-Reduction-v1,CC[C@@H](Nc1ccc(CC(N)=O)cc1)c1ccccc1,81ZNWY,CC[C@@H](Nc1ccc(CC(N)=O)cc1)c1ccccc1,Zinc,0.0,5.295,1,5.295,5.295,0.0,kept_unique,c1ccc(CNc2ccccc2)cc1
D3R_007760,D3TaLES-Reduction-v1,CC[C@@H](Nc1ccccc1)C(=O)N1CCC2=C(CN=N2)C1,81SJGH,CC[C@@H](Nc1ccccc1)C(=O)N1CCC2=C(CN=N2)C1,Zinc,0.0,7.919,1,7.919,7.919,0.0,kept_unique,O=C(CNc1ccccc1)N1CCC2=C(CN=N2)C1
D3R_007761,D3TaLES-Reduction-v1,CC[C@@H](Nc1nc(Cl)ncc1F)c1cccs1,81NYNG,CC[C@@H](Nc1nc(Cl)ncc1F)c1cccs1,Zinc,0.0,7.537,1,7.537,7.537,0.0,kept_unique,c1csc(CNc2ccncn2)c1
D3R_007762,D3TaLES-Reduction-v1,CC[C@@H](Nn1cccc1)c1cccc(Br)c1,81IHVB,CC[C@@H](Nn1cccc1)c1cccc(Br)c1,Zinc,0.0,6.66,1,6.66,6.66,0.0,kept_unique,c1ccc(CNn2cccc2)cc1
D3R_007763,D3TaLES-Reduction-v1,CC[C@@H](O)CNC(=O)c1cc2ccccc2oc1=O,81PDCZ,CC[C@@H](O)CNC(=O)c1cc2ccccc2oc1=O,Zinc,0.0,8.676,1,8.676,8.676,0.0,kept_unique,O=c1ccc2ccccc2o1
D3R_007764,D3TaLES-Reduction-v1,CC[C@@H](O)Cn1c(=O)n(CC)c2ccccc21,81PMGY,CC[C@@H](O)Cn1c(=O)n(CC)c2ccccc21,Zinc,0.0,5.567,1,5.567,5.567,0.0,kept_unique,O=c1[nH]c2ccccc2[nH]1
D3R_007765,D3TaLES-Reduction-v1,CC[C@@H](O)[C@@H](C)c1ncc(Cl)cc1F,81AMTL,CC[C@@H](O)[C@@H](C)c1ncc(Cl)cc1F,Zinc,0.0,6.424,1,6.424,6.424,0.0,kept_unique,c1ccncc1
D3R_007766,D3TaLES-Reduction-v1,CC[C@@H](O)c1ccc(N(C)C)nc1S(N)(=O)=O,06MSJY,CC[C@@H](O)c1ccc(N(C)C)nc1S(N)(=O)=O,Zinc,0.0,6.426,1,6.426,6.426,0.0,kept_unique,c1ccncc1
D3R_007767,D3TaLES-Reduction-v1,CC[C@@H](O)c1ccc(OCC(=O)Nc2c(C)cc(C)cc2Cl)cc1,06UTHB,CC[C@@H](O)c1ccc(OCC(=O)Nc2c(C)cc(C)cc2Cl)cc1,Zinc,0.0,5.465,1,5.465,5.465,0.0,kept_unique,O=C(COc1ccccc1)Nc1ccccc1
D3R_007768,D3TaLES-Reduction-v1,CC[C@@H](O)c1ccc(OCC(=O)Nc2ccc(C(F)(F)F)cc2)cc1,06RUDL,CC[C@@H](O)c1ccc(OCC(=O)Nc2ccc(C(F)(F)F)cc2)cc1,Zinc,0.0,6.104,1,6.104,6.104,0.0,kept_unique,O=C(COc1ccccc1)Nc1ccccc1
D3R_007769,D3TaLES-Reduction-v1,CC[C@@H](O)c1ccn(Cc2ccc(I)cc2)c1,81HZFE,CC[C@@H](O)c1ccn(Cc2ccc(I)cc2)c1,Zinc,0.0,7.79,1,7.79,7.79,0.0,kept_unique,c1ccc(Cn2cccc2)cc1
D3R_007770,D3TaLES-Reduction-v1,CC[C@@H](OC)C(=O)NCC1CCN(c2cnn(C)c(=O)c2)CC1,81OIYS,CC[C@@H](OC)C(=O)NCC1CCN(c2cnn(C)c(=O)c2)CC1,Zinc,0.0,8.082,1,8.082,8.082,0.0,kept_unique,O=c1cc(N2CCCCC2)cn[nH]1
D3R_007771,D3TaLES-Reduction-v1,CC[C@@H](OC1CCCC1)C(=O)NCc1cc(=O)[nH]c2ccccc12,81VTKT,CC[C@@H](OC1CCCC1)C(=O)NCc1cc(=O)[nH]c2ccccc12,Zinc,0.0,8.462,1,8.462,8.462,0.0,kept_unique,O=C(COC1CCCC1)NCc1cc(=O)[nH]c2ccccc12
D3R_007772,D3TaLES-Reduction-v1,CC[C@@H](Oc1cc(C)cc(C)c1)C(=O)Nc1ccc(SC#N)cc1,81CJOEIE,CC[C@@H](Oc1cc(C)cc(C)c1)C(=O)Nc1ccc(SC#N)cc1,Zinc,0.0,6.337,1,6.337,6.337,0.0,kept_unique,O=C(COc1ccccc1)Nc1ccccc1
D3R_007773,D3TaLES-Reduction-v1,CC[C@@H](Oc1cccc(C)c1)C(=O)NNC(=O)Cc1ccc(Cl)cc1,81PESX,CC[C@@H](Oc1cccc(C)c1)C(=O)NNC(=O)Cc1ccc(Cl)cc1,Zinc,0.0,5.8,1,5.8,5.8,0.0,kept_unique,O=C(COc1ccccc1)NNC(=O)Cc1ccccc1
D3R_007774,D3TaLES-Reduction-v1,CC[C@@H](Oc1ccccc1C)C(=O)Nc1cncc(C)c1,81RAQG,CC[C@@H](Oc1ccccc1C)C(=O)Nc1cncc(C)c1,Zinc,0.0,6.853,1,6.853,6.853,0.0,kept_unique,O=C(COc1ccccc1)Nc1cccnc1
D3R_007775,D3TaLES-Reduction-v1,CC[C@@H](Oc1ccccc1F)C(=O)NC[C@@H]1CN2CCCC[C@@H]2CO1,81HFSD,CC[C@@H](Oc1ccccc1F)C(=O)NC[C@@H]1CN2CCCC[C@@H]2CO1,Zinc,0.0,5.591,1,5.591,5.591,0.0,kept_unique,O=C(COc1ccccc1)NC[C@@H]1CN2CCCC[C@@H]2CO1
D3R_007776,D3TaLES-Reduction-v1,CC[C@@H](Oc1ccccc1OC)C(=O)N1CCN(c2ccc(OC)cc2)CC1,81DTSU,CC[C@@H](Oc1ccccc1OC)C(=O)N1CCN(c2ccc(OC)cc2)CC1,Zinc,0.0,5.32,1,5.32,5.32,0.0,kept_unique,O=C(COc1ccccc1)N1CCN(c2ccccc2)CC1
D3R_007777,D3TaLES-Reduction-v1,CC[C@@H](SC)C(=O)N[C@H](C)c1ccc(Cl)s1,81IEFP,CC[C@@H](SC)C(=O)N[C@H](C)c1ccc(Cl)s1,Zinc,0.0,8.283,1,8.283,8.283,0.0,kept_unique,c1ccsc1
D3R_007778,D3TaLES-Reduction-v1,CC[C@@H](Sc1cccc(C)c1)C(N)=O,81HAVJ,CC[C@@H](Sc1cccc(C)c1)C(N)=O,Zinc,0.0,6.924,1,6.924,6.924,0.0,kept_unique,c1ccccc1
D3R_007779,D3TaLES-Reduction-v1,CC[C@@H](Sc1ccccc1)C(=O)N1CCN(C(=O)CO)CC1,81HKFB,CC[C@@H](Sc1ccccc1)C(=O)N1CCN(C(=O)CO)CC1,Zinc,0.0,8.295,1,8.295,8.295,0.0,kept_unique,O=C(CSc1ccccc1)N1CCNCC1
D3R_007780,D3TaLES-Reduction-v1,CC[C@@H](c1ccc(F)cc1F)N1CC[S@@](=O)C(C)(C)C1,06ROOA,CC[C@@H](c1ccc(F)cc1F)N1CC[S@@](=O)C(C)(C)C1,Zinc,0.0,5.74,1,5.74,5.74,0.0,kept_unique,O=S1CCN(Cc2ccccc2)CC1
D3R_007781,D3TaLES-Reduction-v1,CC[C@@H](c1cccc(Cl)c1)[C@@H](C)O,06PXAV,CC[C@@H](c1cccc(Cl)c1)[C@@H](C)O,Zinc,0.0,5.672,1,5.672,5.672,0.0,kept_unique,c1ccccc1
D3R_007782,D3TaLES-Reduction-v1,CC[C@@H](c1ccccc1)S(=O)(=O)c1cccs1,81ZWQG,CC[C@@H](c1ccccc1)S(=O)(=O)c1cccs1,Zinc,0.0,6.47,1,6.47,6.47,0.0,kept_unique,O=S(=O)(Cc1ccccc1)c1cccs1
D3R_007783,D3TaLES-Reduction-v1,CC[C@@H](c1ccccc1)[S@](=O)Cc1csc(COC)n1,81UIJB,CC[C@@H](c1ccccc1)[S@](=O)Cc1csc(COC)n1,Zinc,0.0,6.417,1,6.417,6.417,0.0,kept_unique,O=[S@@](Cc1ccccc1)Cc1cscn1
D3R_007784,D3TaLES-Reduction-v1,CC[C@@H](c1ccncc1)N(C)C(=O)NC[C@H](C)Oc1ccccc1C,81VWZT,CC[C@@H](c1ccncc1)N(C)C(=O)NC[C@H](C)Oc1ccccc1C,Zinc,0.0,5.941,1,5.941,5.941,0.0,kept_unique,O=C(NCCOc1ccccc1)NCc1ccncc1
D3R_007785,D3TaLES-Reduction-v1,CC[C@@H](c1ccncc1)N(C)C(=O)N[C@H]1CC[C@H](SC)C1,81BFOO,CC[C@@H](c1ccncc1)N(C)C(=O)N[C@H]1CC[C@H](SC)C1,Zinc,0.0,7.212,1,7.212,7.212,0.0,kept_unique,O=C(NCc1ccncc1)NC1CCCC1
D3R_007786,D3TaLES-Reduction-v1,CC[C@@H]1C(=O)NCCN1C(=O)/C=C/c1cc(Br)ccc1F,06KIAT,CC[C@@H]1C(=O)NCCN1C(=O)/C=C/c1cc(Br)ccc1F,Zinc,0.0,6.943,1,6.943,6.943,0.0,kept_unique,O=C1CN(C(=O)/C=C/c2ccccc2)CCN1
D3R_007787,D3TaLES-Reduction-v1,CC[C@@H]1C(=O)NCCN1C(=O)/C=C/c1cc(C)n(C2CCCCC2)c1C,06PJDN,CC[C@@H]1C(=O)NCCN1C(=O)/C=C/c1cc(C)n(C2CCCCC2)c1C,Zinc,0.0,6.373,1,6.373,6.373,0.0,kept_unique,O=C1CN(C(=O)/C=C/c2ccn(C3CCCCC3)c2)CCN1
D3R_007788,D3TaLES-Reduction-v1,CC[C@@H]1C(=O)NCCN1C(=O)Nc1cnccc1C,81ALAY,CC[C@@H]1C(=O)NCCN1C(=O)Nc1cnccc1C,Zinc,0.0,5.687,1,5.687,5.687,0.0,kept_unique,O=C1CN(C(=O)Nc2cccnc2)CCN1
D3R_007789,D3TaLES-Reduction-v1,CC[C@@H]1C(=O)NCCN1CC(=O)Nc1cc(C)no1,81KQCK,CC[C@@H]1C(=O)NCCN1CC(=O)Nc1cc(C)no1,Zinc,0.0,5.523,1,5.523,5.523,0.0,kept_unique,O=C1CN(CC(=O)Nc2ccno2)CCN1
D3R_007790,D3TaLES-Reduction-v1,CC[C@@H]1CCC(=O)[C@@H](CCc2ccc3c(c2)CCO3)C1,06UUHN,CC[C@@H]1CCC(=O)[C@@H](CCc2ccc3c(c2)CCO3)C1,Zinc,0.0,5.385,1,5.385,5.385,0.0,kept_unique,O=C1CCCC[C@@H]1CCc1ccc2c(c1)CCO2
D3R_007791,D3TaLES-Reduction-v1,CC[C@@H]1CCCCN1C(=O)CN(C)c1nc2ccccc2s1,81UYWB,CC[C@@H]1CCCCN1C(=O)CN(C)c1nc2ccccc2s1,Zinc,0.0,5.659,1,5.659,5.659,0.0,kept_unique,O=C(CNc1nc2ccccc2s1)N1CCCCC1
D3R_007792,D3TaLES-Reduction-v1,CC[C@@H]1CCCCN1C(=O)CNc1ccc(F)c(C#N)c1,81YQIG,CC[C@@H]1CCCCN1C(=O)CNc1ccc(F)c(C#N)c1,Zinc,0.0,6.347,1,6.347,6.347,0.0,kept_unique,O=C(CNc1ccccc1)N1CCCCC1
D3R_007793,D3TaLES-Reduction-v1,CC[C@@H]1CCCCN1C(=O)CNc1ccccc1C(=O)NC(C)C,06ZHNN,CC[C@@H]1CCCCN1C(=O)CNc1ccccc1C(=O)NC(C)C,Zinc,0.0,6.037,1,6.037,6.037,0.0,kept_unique,O=C(CNc1ccccc1)N1CCCCC1
D3R_007794,D3TaLES-Reduction-v1,CC[C@@H]1CCCCN1C(=O)CNc1ccccc1CCC(F)(F)F,06RBEX,CC[C@@H]1CCCCN1C(=O)CNc1ccccc1CCC(F)(F)F,Zinc,0.0,5.223,1,5.223,5.223,0.0,kept_unique,O=C(CNc1ccccc1)N1CCCCC1
D3R_007795,D3TaLES-Reduction-v1,CC[C@@H]1CCCCN1C(=O)CSc1ccc(N)cc1,81CVFH,CC[C@@H]1CCCCN1C(=O)CSc1ccc(N)cc1,Zinc,0.0,6.4,1,6.4,6.4,0.0,kept_unique,O=C(CSc1ccccc1)N1CCCCC1
D3R_007796,D3TaLES-Reduction-v1,CC[C@@H]1CCCCN1C(=O)C[C@H](NC(=O)c1ccccc1)c1ccccc1,06QAYG,CC[C@@H]1CCCCN1C(=O)C[C@H](NC(=O)c1ccccc1)c1ccccc1,Zinc,0.0,6.071,1,6.071,6.071,0.0,kept_unique,O=C(N[C@@H](CC(=O)N1CCCCC1)c1ccccc1)c1ccccc1
D3R_007797,D3TaLES-Reduction-v1,CC[C@@H]1CCCCN1C(=O)C[S@](=O)Cc1nccn1C(F)F,81KYEG,CC[C@@H]1CCCCN1C(=O)C[S@](=O)Cc1nccn1C(F)F,Zinc,0.0,8.984,1,8.984,8.984,0.0,kept_unique,O=C(C[S@](=O)Cc1ncc[nH]1)N1CCCCC1
D3R_007798,D3TaLES-Reduction-v1,CC[C@@H]1CCCCN1C(=O)N[C@H](C)c1cccc(S(=O)(=O)NC)c1,06CWDZ,CC[C@@H]1CCCCN1C(=O)N[C@H](C)c1cccc(S(=O)(=O)NC)c1,Zinc,0.0,6.316,1,6.316,6.316,0.0,kept_unique,O=C(NCc1ccccc1)N1CCCCC1
